transaction_amount,transaction_time,merchant_category,payment_method,device_type,location_mismatch,failed_login_attempts,unusual_spending_score,transaction_frequency,account_age_days,is_international,risk_flag
247.21710846646818,10,Food,Credit Card,Mobile,0,0,39.666238032566284,8,3468,0,0
194.3074169447002,0,Entertainment,Bank Transfer,Unknown,1,1,56.31713580905817,1,2266,0,0
175.5628348901703,9,Travel,Credit Card,Mobile,0,0,41.76691330883667,4,483,0,0
747.340791270217,8,Food,Digital Wallet,Mobile,0,0,30.367753844951462,4,2536,0,0
93.93115255140455,19,Food,Bank Transfer,Mobile,0,1,73.69673509859561,2,2315,0,0
339.14197311454205,11,Online,Debit Card,Unknown,0,0,0.6726679490841714,4,1583,0,0
511.7983549640448,0,Online,Credit Card,Mobile,0,0,67.84308068776681,3,247,0,0
383.22220582935336,23,Retail,Debit Card,Mobile,1,0,94.98607880954064,3,1751,0,0
290.0012945898243,17,Retail,Credit Card,Desktop,0,0,15.049270038932871,6,1081,0,0
606.3018681478139,11,Retail,Debit Card,Tablet,0,0,85.57361948997686,3,40,0,0
134.67495624745118,1,Retail,Credit Card,Tablet,0,0,18.531507578283623,1,208,0,0
674.2089593746674,0,Retail,Bank Transfer,Mobile,0,0,42.08537424953875,0,1347,0,1
429.6574692781154,0,Online,Credit Card,Desktop,1,0,97.50399952071864,1,568,1,0
79.03341383431619,0,Online,Debit Card,Mobile,0,1,78.67258227564989,1,427,0,0
490.68604415488323,21,Travel,Bank Transfer,Desktop,0,0,35.940072044752256,3,2332,0,0
181.88805372349026,11,Food,Debit Card,Mobile,0,0,34.92660759997267,7,1779,0,0
97.35424845830207,6,Online,Credit Card,Desktop,0,0,32.204826229945084,2,2195,0,0
32.57691697191012,3,Other,Credit Card,Mobile,0,1,36.25086444930903,2,2244,0,0
8.693312419204569,20,Online,Debit Card,Desktop,1,0,97.58785468574594,3,402,0,0
166.96729282807584,19,Retail,Credit Card,Mobile,0,0,34.07763910771801,3,289,0,0
516.9249201285975,3,Retail,Credit Card,Mobile,0,0,44.51072181644662,3,2226,0,0
72.3436798890505,14,Retail,Credit Card,Mobile,0,0,21.214124743229224,1,904,0,0
255.75149050706386,0,Entertainment,Debit Card,Mobile,0,0,63.87411548860402,1,1394,0,0
21.10540992410417,5,Online,Credit Card,Mobile,0,0,83.27098785095527,4,2161,0,1
396.18099016455517,13,Travel,Digital Wallet,Mobile,0,1,28.59783174330862,3,2640,0,0
231.0172075174266,13,Online,Credit Card,Unknown,0,0,21.27532003062803,4,890,0,0
423.67649262593307,9,Food,Debit Card,Tablet,0,0,45.138087815162145,3,1065,0,0
129.40978617435943,6,Other,Credit Card,Mobile,0,0,68.48088728231022,3,1523,0,0
260.49451164984316,22,Retail,Digital Wallet,Mobile,1,0,40.65954756986194,5,1539,0,0
746.1827997692424,23,Retail,Credit Card,Mobile,0,0,14.770859202611774,1,1926,0,0
423.40881665241653,22,Travel,Credit Card,Mobile,0,0,18.03547161197153,3,1638,0,0
181.72613738144412,21,Retail,Credit Card,Mobile,0,0,28.75099114305121,2,3214,0,0
529.1120032964005,11,Online,Credit Card,Tablet,0,0,83.45467306981475,1,2213,0,0
103.89479323972076,23,Retail,Credit Card,Tablet,0,0,50.91591390799897,0,3194,0,0
313.0438136010279,18,Online,Debit Card,Mobile,0,0,58.78471942352515,2,2124,0,0
209.94313011561405,8,Retail,Credit Card,Desktop,0,0,20.12332143922513,4,2765,0,0
229.206024400101,2,Retail,Debit Card,Mobile,0,0,65.44907164621722,10,2781,0,0
531.7060500320304,3,Online,Debit Card,Mobile,0,0,83.87963204875034,7,1796,0,0
369.74763083394066,12,Other,Digital Wallet,Desktop,0,0,20.00988119530609,2,3304,0,0
236.61709884750698,9,Food,Credit Card,Desktop,0,0,5.8440030824425175,1,2326,0,0
346.4662308684888,13,Other,Credit Card,Mobile,0,0,66.40452738046642,4,3579,0,0
138.0138885838391,5,Entertainment,Credit Card,Unknown,0,0,81.58741909537565,4,1467,0,0
113.18731992128275,7,Food,Credit Card,Desktop,0,0,68.42840940356692,1,628,0,0
178.01171228299538,18,Online,Credit Card,Mobile,0,1,42.84350910436788,3,2396,0,0
189.06111740217716,9,Retail,Credit Card,Mobile,0,0,65.3515613102773,3,3245,0,0
873.5030026735263,21,Retail,Credit Card,Desktop,0,1,99.69333215749569,2,3086,0,0
604.9182165760719,4,Entertainment,Debit Card,Mobile,1,0,62.35980938491207,3,2953,0,1
330.63549611774505,4,Travel,Credit Card,Mobile,0,0,52.81357912926293,4,3013,0,0
171.61105838512347,4,Retail,Credit Card,Desktop,0,0,53.97603666378692,2,1278,0,0
86.33730902965435,8,Retail,Credit Card,Mobile,0,0,46.903250385514674,5,1820,0,0
135.57553800667068,22,Online,Debit Card,Desktop,0,1,68.78348295144153,3,1554,0,0
173.24415555565875,8,Entertainment,Debit Card,Mobile,0,0,84.47731205388234,6,2611,0,0
227.3257620428252,14,Food,Debit Card,Desktop,1,0,72.08064364849304,3,2740,0,0
222.5281726444873,8,Online,Digital Wallet,Desktop,0,0,22.539328071248143,2,2357,1,1
250.25292517346924,13,Food,Debit Card,Unknown,0,0,36.66575605330104,1,2954,0,0
103.42228535257537,5,Online,Credit Card,Mobile,0,0,59.090213954769965,1,317,0,0
422.3422673632173,21,Online,Credit Card,Mobile,0,0,99.31556194405756,2,1907,0,1
108.11550323385057,19,Online,Digital Wallet,Mobile,0,1,6.859139743239018,3,1865,0,0
25.918339973506743,7,Food,Debit Card,Tablet,0,0,18.858418000599176,1,3170,0,0
716.306297202057,1,Entertainment,Debit Card,Mobile,0,0,77.47164390281114,5,409,0,0
316.96593736012744,4,Food,Debit Card,Mobile,0,0,19.23004318862873,2,3019,0,0
250.64447072996728,16,Entertainment,Credit Card,Mobile,0,0,67.25584395516726,1,3171,0,0
295.8108868252911,9,Retail,Bank Transfer,Mobile,0,0,99.43432707165867,0,38,0,0
314.19119668150967,13,Food,Credit Card,Desktop,0,0,64.0805651848145,5,3435,0,0
474.807316166122,17,Retail,Credit Card,Desktop,0,0,47.908635420830436,4,3534,0,0
8.66260445463642,0,Retail,Credit Card,Mobile,0,0,83.2642436476096,2,839,0,0
121.90914337824874,21,Food,Debit Card,Desktop,0,1,77.17785169562495,4,3371,1,1
547.7389942626571,1,Online,Credit Card,Desktop,0,0,71.08605782567588,3,2527,0,0
236.14907057527498,3,Retail,Credit Card,Mobile,0,0,11.719354966850382,2,1184,0,0
269.13545553389736,12,Retail,Debit Card,Mobile,0,0,63.17669044637411,5,3390,0,0
25.07979790380146,15,Food,Credit Card,Desktop,0,0,1.3265250717806487,1,2045,0,0
461.513655305795,4,Entertainment,Credit Card,Mobile,0,1,5.650547600826538,2,1467,0,0
305.8038226430528,22,Retail,Debit Card,Tablet,0,1,3.862505355772061,6,2458,0,0
699.6466794331709,9,Retail,Debit Card,Mobile,0,0,10.891730487064244,3,1657,0,0
14.652342477300367,16,Food,Credit Card,Tablet,0,0,43.24964535393233,5,877,0,0
315.5222399732761,10,Online,Debit Card,Desktop,0,0,94.62206260319905,2,2855,0,1
510.0785249216488,4,Retail,Debit Card,Desktop,0,0,7.488196491166443,4,2981,0,0
11.051591374380305,14,Travel,Credit Card,Mobile,0,0,72.13168057363228,3,111,0,0
26.572017865199253,3,Entertainment,Credit Card,Tablet,0,0,50.733458100202625,6,3503,0,0
496.17022027672425,6,Retail,Credit Card,Mobile,0,0,27.584465383697477,6,1344,0,0
410.9225099086262,9,Retail,Debit Card,Desktop,0,0,31.691837772805307,3,2888,0,0
33.44376744509722,22,Food,Debit Card,Desktop,0,0,2.286090120078521,2,1357,0,0
207.12716697751733,23,Other,Credit Card,Mobile,0,0,70.04138668626496,2,629,0,0
284.76561638551027,3,Retail,Debit Card,Tablet,0,0,10.041366202808677,2,1225,0,0
2.9420079572647695,19,Food,Digital Wallet,Desktop,0,1,3.469612607288497,6,2343,0,0
160.3323035117524,4,Travel,Credit Card,Desktop,0,0,46.831311089486725,2,787,0,0
596.4982060238968,4,Online,Digital Wallet,Tablet,0,0,47.73420991873297,6,2378,0,0
47.474523700154506,10,Retail,Digital Wallet,Mobile,0,0,65.47289059909204,3,246,0,0
286.05261376634024,18,Food,Debit Card,Mobile,0,0,70.64377235385878,2,2175,0,0
144.68821027640385,4,Online,Bank Transfer,Desktop,0,0,50.878847607719244,3,3302,0,0
167.6952664768792,20,Other,Credit Card,Mobile,0,0,70.80350744305125,4,3622,0,0
284.0617502408093,7,Entertainment,Credit Card,Mobile,0,1,25.023566069137914,5,2365,0,0
47.23523974267051,6,Travel,Digital Wallet,Mobile,0,0,14.370182229095963,4,1608,0,0
201.13913129897128,7,Food,Credit Card,Mobile,0,0,93.1470214048013,1,218,0,1
138.81976958538368,12,Travel,Credit Card,Mobile,0,0,37.3262071462485,3,3134,0,0
88.01661609118601,4,Entertainment,Credit Card,Desktop,0,0,9.005986780657283,2,2970,0,0
333.06485087676674,17,Online,Debit Card,Mobile,0,0,82.71132262728533,0,2541,0,0
197.09188829053028,23,Online,Credit Card,Mobile,0,0,61.30972712075771,4,1141,0,0
25.95938086918066,8,Food,Credit Card,Mobile,0,0,59.19494221568063,1,2048,0,0
217.2649212872379,1,Online,Bank Transfer,Tablet,0,0,13.261278879862848,4,1732,0,0
364.3829371909854,15,Online,Credit Card,Mobile,0,0,75.7377873409461,2,1555,0,0
464.9823835732434,13,Online,Debit Card,Desktop,0,0,20.362131369924253,3,1631,0,0
497.7222194867693,16,Online,Credit Card,Mobile,0,0,4.208849472738063,4,2303,0,0
49.12357839567841,5,Entertainment,Credit Card,Mobile,0,0,16.105851059471732,4,2559,0,0
277.64697997206906,2,Food,Credit Card,Mobile,0,0,70.05716369481782,2,626,0,0
509.17407709356837,16,Retail,Debit Card,Mobile,0,0,79.11696864367272,4,3636,0,0
261.50210916913977,12,Retail,Debit Card,Mobile,1,0,24.659490403753193,3,583,0,1
62.83230072826398,5,Food,Debit Card,Mobile,0,0,31.503926396454595,0,59,0,0
63.435391237288556,7,Retail,Credit Card,Mobile,0,0,16.273598509937948,5,434,0,0
85.12605633732849,5,Food,Digital Wallet,Desktop,0,0,45.27542976164134,5,2682,0,0
670.4809727510426,15,Entertainment,Credit Card,Mobile,0,0,22.005717151407268,2,2253,0,0
107.03162814803783,5,Food,Credit Card,Mobile,1,1,98.41060830692501,8,2141,0,0
16.66403384605998,16,Retail,Bank Transfer,Mobile,1,1,76.69606812665559,3,3091,0,0
211.31670948089302,20,Retail,Credit Card,Desktop,0,0,59.71140514344155,3,1199,0,0
210.64485782282665,2,Retail,Debit Card,Mobile,0,0,72.13270505844325,2,1250,0,0
31.295786473120845,22,Retail,Credit Card,Desktop,0,0,16.690951542765564,4,3197,0,0
245.23597837505247,11,Other,Credit Card,Desktop,0,0,74.3602394848499,4,222,0,0
50.14187868524671,5,Travel,Debit Card,Mobile,0,0,34.63347605885681,5,3257,0,0
121.9839423300155,20,Retail,Credit Card,Mobile,0,1,46.954976795405145,7,2438,0,0
8.799633734511325,6,Retail,Credit Card,Desktop,0,0,88.52811268357506,3,3513,0,0
304.3410927542301,10,Entertainment,Credit Card,Mobile,0,0,94.42105087875711,3,2600,0,0
246.47796340177158,8,Entertainment,Credit Card,Desktop,0,1,76.85628599522053,6,1554,0,0
676.4799214941725,15,Retail,Bank Transfer,Mobile,1,0,76.75876993115217,4,2161,0,0
155.52048923503145,4,Online,Bank Transfer,Mobile,0,0,74.45332714389974,3,3331,0,0
217.57923517426488,14,Online,Debit Card,Desktop,0,0,62.63926721083423,1,1607,0,0
357.8168265350579,20,Retail,Credit Card,Mobile,0,2,19.554824159188687,5,2538,0,0
230.79914896400976,3,Food,Credit Card,Desktop,1,0,58.842600089458564,6,2455,0,0
660.7543974388817,4,Food,Debit Card,Mobile,0,0,5.659333160649682,1,765,1,1
210.6986389268406,6,Travel,Credit Card,Mobile,1,2,3.0706855219926332,3,41,0,0
639.5570697267327,2,Online,Credit Card,Mobile,0,0,83.7995639314539,1,3184,0,1
69.9098986571968,3,Retail,Bank Transfer,Desktop,0,0,54.05334822700058,4,1067,0,1
695.4185767673474,14,Food,Credit Card,Desktop,0,0,1.638776129181374,1,2809,0,0
382.54664821043485,1,Food,Debit Card,Mobile,0,0,27.271884669448454,7,2594,0,0
315.91202575570753,23,Food,Credit Card,Mobile,0,0,68.29371639321944,4,689,0,0
220.20733630594438,4,Online,Debit Card,Mobile,0,0,93.93571018744026,3,1370,0,0
75.44141457766518,6,Retail,Credit Card,Desktop,0,0,84.41035673969944,1,2566,0,1
510.1594975421618,21,Retail,Digital Wallet,Mobile,0,1,44.51242900712745,1,1899,0,0
192.1079609544141,16,Entertainment,Credit Card,Mobile,0,0,28.557011558641754,4,1225,0,0
440.12091107614583,7,Retail,Digital Wallet,Mobile,0,0,31.011970920709718,3,1649,0,0
185.1559385121008,8,Retail,Credit Card,Desktop,0,0,73.36250245592724,1,891,0,0
94.24627434217587,9,Food,Debit Card,Mobile,0,0,80.44302473690118,5,975,0,0
242.99969494966643,10,Retail,Bank Transfer,Mobile,0,0,36.54698443483927,2,1541,0,0
133.02345333003126,0,Travel,Credit Card,Mobile,0,0,62.285954957585986,2,2074,1,0
515.691236938099,14,Retail,Credit Card,Mobile,0,0,74.56150479163696,2,3406,0,0
435.33055921158746,7,Retail,Digital Wallet,Unknown,0,0,84.57053012403466,1,2176,0,0
193.07638095154806,18,Food,Credit Card,Desktop,0,0,64.09202471814469,1,2659,0,0
395.3937676161464,11,Retail,Debit Card,Desktop,0,0,86.42963372303069,3,594,0,1
377.91368864525055,5,Other,Credit Card,Mobile,0,0,28.15495648201305,4,2618,0,0
121.66238566739918,9,Travel,Debit Card,Desktop,0,0,69.87788542326307,1,2501,0,0
275.88299160723545,23,Entertainment,Credit Card,Mobile,0,1,40.205644387563424,0,1760,0,0
109.16488817692984,4,Online,Debit Card,Desktop,0,0,92.86372306050588,3,1961,0,0
533.8394794973253,23,Retail,Credit Card,Desktop,0,0,21.87765839464714,3,3213,0,0
462.5173992176554,6,Online,Credit Card,Mobile,0,0,78.73606641291579,1,2847,0,0
325.06329090356627,6,Online,Credit Card,Mobile,0,0,93.16572578230378,1,1933,0,0
111.14482594096776,22,Retail,Debit Card,Mobile,0,1,68.24422465383547,3,1026,0,0
323.95718558853963,21,Other,Credit Card,Mobile,0,0,78.90115446634992,3,369,0,0
62.06777039620467,21,Retail,Credit Card,Desktop,1,0,88.61570980652041,5,154,0,0
406.6666977062136,8,Retail,Debit Card,Mobile,0,0,30.9529145868775,6,843,0,0
644.8442682971763,14,Online,Credit Card,Desktop,0,0,12.4518644645076,3,376,0,0
471.18316799375583,5,Retail,Digital Wallet,Desktop,0,0,93.65007040653506,3,1520,0,0
68.88074094222286,15,Entertainment,Debit Card,Desktop,0,0,3.750416000424972,4,1249,0,0
258.42519518193086,6,Online,Debit Card,Desktop,0,0,48.46094758286297,3,1515,0,0
237.94246312759432,14,Other,Credit Card,Mobile,0,0,32.24644035303241,3,2706,0,0
321.7170933527027,22,Food,Debit Card,Mobile,0,0,55.45935911496085,1,2759,0,0
285.18102385876165,1,Other,Credit Card,Mobile,0,0,98.93183217942563,2,449,0,0
410.94490185964924,7,Food,Bank Transfer,Mobile,0,0,4.572848981797484,2,136,0,0
198.53515317370915,11,Retail,Credit Card,Mobile,1,0,76.96157836762536,1,78,0,0
65.05833097686985,10,Food,Credit Card,Tablet,0,0,2.456583625430675,2,1722,0,0
59.74207585775213,5,Entertainment,Credit Card,Mobile,0,0,26.123978712227323,2,1628,0,0
212.8430806256416,19,Food,Digital Wallet,Desktop,0,0,70.55518289899291,3,1186,0,0
266.6936188056552,12,Food,Debit Card,Desktop,0,0,27.482795748009746,2,2111,0,0
225.44208268215368,22,Food,Credit Card,Desktop,0,1,61.074032737178094,1,13,0,0
91.7192604064442,15,Food,Digital Wallet,Desktop,0,0,96.68057072055184,2,1716,0,0
76.73745004750889,7,Other,Credit Card,Mobile,0,0,87.47334837419818,4,2499,0,1
464.61213792496903,16,Food,Debit Card,Desktop,0,0,83.63292581573283,1,2082,0,0
646.6221339264886,12,Retail,Debit Card,Mobile,1,0,19.354159726064367,4,1775,0,0
4.9315548460388765,3,Online,Bank Transfer,Unknown,0,0,27.178248014287597,6,1231,0,0
33.65007514644623,19,Travel,Credit Card,Desktop,1,0,78.75828368946634,3,879,0,1
297.3622996235989,9,Online,Credit Card,Mobile,0,0,73.04950458084514,2,2733,0,0
42.5911860759041,21,Retail,Debit Card,Tablet,0,0,29.13303231061829,1,2649,0,0
108.18083980102975,19,Travel,Credit Card,Mobile,0,1,42.89150870806374,3,3305,0,0
371.8959455174014,15,Retail,Credit Card,Mobile,0,0,64.85355718395441,1,3206,0,0
422.8068262521878,16,Retail,Debit Card,Desktop,0,0,52.55292606788188,6,567,0,0
545.4906974558008,7,Entertainment,Debit Card,Tablet,0,1,45.61082374412238,6,3381,0,0
171.8041572988024,10,Travel,Credit Card,Tablet,0,1,10.011220204834082,1,501,0,0
26.552056631345934,4,Online,Credit Card,Mobile,0,0,43.49600370976857,1,134,0,0
123.22975373356532,20,Food,Credit Card,Mobile,0,0,99.21635030827616,4,232,0,0
138.72880650615562,15,Retail,Debit Card,Mobile,0,0,34.193695660893674,1,235,0,0
369.36039103347764,23,Online,Debit Card,Mobile,0,0,69.39967960451567,4,1156,0,0
598.4814682359707,7,Entertainment,Bank Transfer,Mobile,0,0,50.58045023064158,3,906,0,0
162.39768968118554,20,Online,Debit Card,Desktop,0,1,79.4722679529275,2,1446,1,0
282.90063913421255,15,Entertainment,Debit Card,Mobile,0,0,74.82749805295974,1,703,0,0
435.46493117221297,3,Retail,Credit Card,Desktop,0,0,94.44046766143231,1,2169,0,0
156.3487372680902,5,Entertainment,Credit Card,Mobile,0,0,65.07381832975445,1,2684,0,0
292.0415697105685,20,Travel,Debit Card,Mobile,0,1,94.77666132593328,3,2454,0,0
69.70767273036194,7,Food,Credit Card,Mobile,0,0,4.1550368636795065,2,3545,0,0
404.0312325649481,8,Online,Digital Wallet,Mobile,0,0,40.68113265807545,2,1393,0,0
488.16822610544864,12,Travel,Digital Wallet,Mobile,0,0,67.52475961880798,1,551,0,0
120.2717099276193,16,Entertainment,Debit Card,Mobile,0,0,48.029707302616956,3,967,0,0
30.84619673518848,8,Travel,Credit Card,Mobile,0,0,93.21753250755725,4,2780,0,0
279.67888519024666,12,Retail,Debit Card,Desktop,0,0,14.050466958155328,7,768,0,0
291.01325621046067,8,Food,Debit Card,Mobile,0,1,48.02123665826316,6,1845,0,0
62.28776844660786,5,Food,Debit Card,Mobile,0,0,85.61765249802863,4,1366,0,0
63.6521592528131,9,Food,Credit Card,Mobile,0,0,75.74491530767577,3,1410,0,0
116.80038943280117,4,Travel,Bank Transfer,Mobile,0,1,79.12100111700384,3,1858,0,0
118.99266819456244,6,Online,Debit Card,Mobile,0,0,46.242158877095406,7,2362,0,0
402.5951086356381,10,Retail,Credit Card,Mobile,0,0,33.84283175602898,3,166,0,0
39.237839865766155,23,Retail,Credit Card,Mobile,0,0,50.63410213493768,4,1733,0,0
722.0964657964925,8,Online,Debit Card,Mobile,0,0,20.107995085380203,5,1904,0,0
37.553383013458166,9,Online,Credit Card,Mobile,0,1,64.13511072407631,2,3333,0,0
161.5631462531917,10,Food,Credit Card,Mobile,0,0,78.64502833965446,3,2595,0,0
339.3827446382836,2,Online,Credit Card,Mobile,0,0,7.180485650495305,5,2110,0,0
221.22799146677175,7,Retail,Digital Wallet,Desktop,0,1,59.90818620279422,5,1941,0,0
182.822541549891,16,Retail,Credit Card,Mobile,0,0,57.54402036081127,1,729,0,0
548.5922484744693,6,Online,Credit Card,Mobile,0,0,26.40634534135825,2,1500,0,0
243.955342159494,11,Online,Credit Card,Mobile,0,0,99.53610552416508,5,3381,0,0
31.95101646472197,15,Retail,Debit Card,Unknown,0,0,49.97885649144853,2,1678,0,0
286.77125855121085,14,Retail,Debit Card,Mobile,0,0,88.80008293222703,2,1232,0,0
12.272906934302469,20,Retail,Bank Transfer,Desktop,0,0,19.036506899478066,4,796,0,0
58.38011074894338,12,Retail,Debit Card,Desktop,0,0,74.88479628646529,1,827,0,0
196.30880046989532,17,Online,Debit Card,Mobile,0,0,7.9292468594696075,3,1595,0,0
375.54864202551573,17,Food,Credit Card,Unknown,0,0,6.812072550659531,1,1565,0,0
33.022888032166406,23,Food,Debit Card,Mobile,0,1,19.21357833812506,1,2660,0,0
197.41604697603955,4,Food,Credit Card,Mobile,0,0,73.72794954641793,5,3576,0,0
121.01289899553308,13,Online,Debit Card,Mobile,0,0,99.69738596402675,3,2954,0,1
25.209921615792414,10,Retail,Credit Card,Desktop,0,1,81.09729574577783,3,496,0,1
133.72381820903433,2,Entertainment,Digital Wallet,Mobile,0,0,42.46917302333606,3,753,0,0
332.47385750549057,16,Online,Debit Card,Mobile,0,0,64.35857555031066,5,2396,0,0
245.13957598397548,22,Retail,Debit Card,Mobile,0,0,47.460988516143054,2,3053,0,0
382.8083741530426,11,Online,Debit Card,Mobile,0,0,24.741001454659784,0,3649,0,0
150.66510567801743,2,Entertainment,Debit Card,Mobile,0,0,61.58741386481134,1,3175,0,0
75.73057120591052,22,Retail,Credit Card,Tablet,0,0,52.961491254909745,3,6,0,0
290.0355571847031,1,Retail,Credit Card,Mobile,0,0,53.77730481357956,3,1355,0,0
1.0,3,Entertainment,Credit Card,Desktop,0,0,6.340103523980689,2,1959,0,0
442.5937375433937,17,Food,Credit Card,Desktop,0,0,12.105371865367909,4,955,0,0
304.68842653318694,19,Food,Credit Card,Desktop,0,0,49.96945801695254,6,3333,0,0
443.5266336084105,20,Retail,Credit Card,Desktop,0,0,35.8716513150291,5,1751,0,0
306.64276378018076,13,Entertainment,Digital Wallet,Unknown,0,0,42.500014573264124,1,2495,0,0
181.10094855911078,7,Retail,Debit Card,Mobile,0,0,39.00417864735783,6,2871,0,0
50.76323270173279,1,Travel,Credit Card,Mobile,0,0,71.142330850125,2,1841,0,0
84.05973873523881,18,Travel,Credit Card,Mobile,0,0,17.85605050447707,3,3420,0,0
549.172471211712,9,Entertainment,Credit Card,Mobile,0,0,94.21401919373653,6,679,0,0
209.03659392789348,4,Retail,Credit Card,Mobile,0,0,47.04080387293273,3,3206,0,0
418.10930681673324,10,Retail,Debit Card,Desktop,0,0,34.03846443423583,3,1370,0,0
417.88616103263075,8,Retail,Credit Card,Mobile,0,1,2.1176168089952596,1,3334,0,0
698.8860605148261,15,Retail,Digital Wallet,Mobile,0,0,35.512459216389104,7,1312,0,0
27.094022211150794,4,Retail,Credit Card,Desktop,0,0,62.57550546026992,3,1483,0,0
363.6966478740486,14,Entertainment,Credit Card,Desktop,0,0,79.72628451006372,2,3496,0,0
834.4955509616528,13,Online,Digital Wallet,Desktop,0,0,73.20054802837001,2,763,0,0
35.29250308010899,8,Entertainment,Credit Card,Mobile,0,0,57.32198862756517,2,900,0,0
310.5120742597079,19,Food,Credit Card,Tablet,1,1,43.608603021089564,0,1556,0,0
414.0030101723291,4,Retail,Credit Card,Mobile,0,0,52.54487651840287,0,1966,0,0
363.8136086583994,14,Other,Debit Card,Desktop,0,0,96.179300542043,2,2623,0,0
414.9450624175751,8,Retail,Credit Card,Mobile,0,0,96.60998455193305,5,2011,0,0
38.30428411862315,3,Entertainment,Digital Wallet,Mobile,1,0,80.32906085635511,0,941,0,1
281.19395611168824,20,Online,Digital Wallet,Mobile,0,0,16.683717981230885,6,2811,0,0
205.55266104897422,20,Entertainment,Bank Transfer,Unknown,0,0,93.42217823552578,1,1873,0,1
277.6334592552517,3,Retail,Credit Card,Mobile,0,1,64.78878438733886,1,1779,0,0
216.68695674025622,19,Travel,Digital Wallet,Desktop,0,0,47.779953587997646,5,3109,0,0
533.659743994018,20,Retail,Debit Card,Desktop,0,0,56.14330285164745,0,236,0,0
135.6949142216391,21,Entertainment,Credit Card,Mobile,1,0,47.642149591963666,3,2592,0,0
53.0985415375594,6,Entertainment,Credit Card,Mobile,0,0,47.82009113440964,4,3327,0,0
81.79783358124719,14,Online,Debit Card,Mobile,0,0,43.12080455423724,4,3265,0,0
399.05754355878304,21,Retail,Debit Card,Desktop,0,0,89.58471112075078,0,1777,0,0
420.11957651851907,16,Online,Credit Card,Mobile,0,1,45.58415365180388,2,3096,0,0
285.36759579555246,17,Online,Debit Card,Desktop,0,0,22.01434556237266,4,1389,0,0
505.04810006697835,6,Retail,Digital Wallet,Desktop,0,1,22.87541522270502,3,105,0,0
203.41226021291422,18,Travel,Credit Card,Mobile,0,0,13.161136320997446,2,2812,0,0
650.1672334653409,9,Entertainment,Credit Card,Desktop,0,0,55.42802128317097,5,2033,0,0
606.9715865136774,12,Food,Digital Wallet,Tablet,0,1,32.48219995895655,2,11,0,0
370.686599173724,1,Retail,Credit Card,Desktop,0,1,57.74046366879253,2,2125,0,0
684.539672631318,21,Retail,Digital Wallet,Mobile,0,1,93.08590614616124,2,2668,0,1
346.9869623033321,19,Online,Debit Card,Mobile,0,0,95.56324518989983,3,3617,0,0
7.334440878795556,10,Retail,Credit Card,Mobile,0,1,30.57985131020714,4,108,0,0
70.59103820458569,4,Retail,Credit Card,Desktop,0,0,22.020996138702074,3,1486,0,0
366.44379712720297,5,Online,Credit Card,Mobile,1,2,5.533929495284773,3,2680,0,0
165.0422218806437,2,Entertainment,Credit Card,Mobile,1,0,27.289070208781574,0,3579,0,0
377.24854480124566,0,Entertainment,Debit Card,Mobile,0,0,50.62940322833207,1,483,0,0
561.160843199014,2,Food,Credit Card,Mobile,0,0,60.260766982890445,5,2989,0,0
358.5608700251998,2,Food,Debit Card,Mobile,0,0,9.816007970893592,6,3282,0,0
235.12530709845035,21,Entertainment,Debit Card,Mobile,0,0,24.54960228626305,3,2059,0,0
146.36200227022476,3,Other,Debit Card,Desktop,0,0,4.195620712437121,1,3274,0,0
104.05528983760938,6,Retail,Digital Wallet,Desktop,0,0,77.62135965168811,3,3052,0,0
524.885671589,14,Retail,Debit Card,Desktop,0,0,27.016111739606774,4,3509,0,0
383.80470117159973,10,Retail,Digital Wallet,Mobile,0,0,56.912641795399345,4,530,0,0
138.29414418673676,17,Entertainment,Credit Card,Mobile,0,0,46.02172563934436,3,400,0,0
24.627136270232832,11,Food,Debit Card,Mobile,0,0,47.73633797194364,5,2428,0,0
457.74236193341306,3,Retail,Debit Card,Desktop,0,0,66.56887593827715,2,2654,0,0
171.25572560533163,23,Travel,Digital Wallet,Desktop,0,1,41.04103418434389,0,3463,0,0
723.425726141917,10,Retail,Debit Card,Mobile,0,0,24.984274532236817,3,549,0,0
234.13667130074003,5,Travel,Credit Card,Mobile,0,0,40.95529301746596,3,1129,1,0
206.8439463663242,18,Other,Credit Card,Mobile,1,0,82.37629579789527,4,1866,0,0
452.23319195855953,17,Entertainment,Credit Card,Desktop,0,0,56.209058506881426,3,1830,0,1
226.47680040068775,14,Retail,Credit Card,Mobile,0,0,97.66176716262672,1,968,0,0
205.41314243432498,2,Retail,Credit Card,Mobile,0,0,78.50063725461574,6,2682,0,0
431.3746612531965,16,Retail,Digital Wallet,Mobile,0,0,82.56021138829692,0,18,0,1
153.74979657217511,0,Online,Credit Card,Mobile,1,0,78.26652282432457,4,1026,0,1
1010.5209167000305,1,Food,Credit Card,Unknown,0,0,44.23197867433948,2,3482,0,0
350.5797776634586,18,Other,Digital Wallet,Mobile,0,0,80.35674234016294,1,617,0,0
467.6185589651637,8,Online,Credit Card,Mobile,0,0,63.08136005172541,3,2788,0,0
98.15947878106068,7,Food,Digital Wallet,Desktop,0,0,22.567575690799913,3,739,0,0
381.5760464510025,11,Online,Credit Card,Desktop,0,0,9.496560494592021,3,1084,0,0
282.39214550977374,14,Online,Credit Card,Desktop,0,0,49.88506096560681,4,319,0,0
